0 0 0 1 0 1 0 1 5 9 4 2 43 2 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 12 2 43 0
0 0 0 0 1 2 1 1 6 2 1 0 52 2 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 60 2 36 1
0 0 1 0 0 1 0 1 4 4 2 0 34 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 44 2 3 0
1 0 0 0 0 1 0 1 4 6 3 0 53 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 45 2 53 1
0 0 0 1 0 1 2 1 10 7 5 0 43 2 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 30 2 39 1
0 0 0 0 1 2 0 1 4 9 5 1 44 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 60 2 2 0
0 0 1 0 0 2 0 1 7 5 0 0 21 2 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 77 2 21 0
0 0 0 1 0 1 0 1 7 5 0 0 34 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 63 1 34 0
0 0 0 1 0 2 0 1 4 6 4 0 61 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 60 2 61 0
0 0 1 0 0 1 0 1 5 7 0 0 17 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 40 2 17 0
